sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class,,,,,
1618,0.107,0.1424,0.165,0.1486,0.2359,0.2759,0.2984,0.2966,0.2029,0.1634,1,,,,,
1619,0.0505,0.0724,0.0581,0.1009,0.2345,0.2911,0.2996,0.3069,0.1486,0.0896,1,,,,,
1620,0.0533,0.0758,0.0653,0.1009,0.2345,0.2911,0.31,0.3069,0.1486,0.0896,1,,,,,
1621,0.0541,0.0724,0.0574,0.0947,0.2358,0.301,0.3168,0.3183,0.1438,0.0871,1,,,,,
1622,0.0564,0.0758,0.0582,0.0937,0.2515,0.3368,0.319,0.3435,0.1445,0.0818,1,,,,,
1623,0.0538,0.0713,0.0562,0.0955,0.2644,0.3516,0.324,0.365,0.1388,0.0755,1,,,,,
1624,0.0532,0.073,0.0562,0.1026,0.2334,0.2943,0.3112,0.3128,0.1443,0.0874,1,,,,,
1625,0.107,0.1424,0.165,0.1486,0.2359,0.2759,0.2984,0.2966,0.2029,0.1634,1,,,,,
1626,0.0512,0.0675,0.0529,0.0947,0.2358,0.301,0.312,0.3183,0.1438,0.0871,1,,,,,
1627,0.0502,0.0727,0.0576,0.1009,0.2345,0.2911,0.2962,0.3069,0.1486,0.0896,1,,,,,
1628,0.0548,0.076,0.0622,0.0925,0.2523,0.3389,0.3312,0.3473,0.1429,0.0835,1,,,,,
1629,0.0532,0.072,0.0575,0.0994,0.2256,0.2858,0.2872,0.2942,0.1409,0.0856,1,,,,,
1630,0.0512,0.0675,0.0529,0.0947,0.2358,0.301,0.312,0.3183,0.1438,0.0871,1,,,,,
1631,0.0548,0.076,0.0622,0.0925,0.2523,0.3389,0.3312,0.3473,0.1429,0.0835,1,,,,,
1632,0.0487,0.0707,0.054,0.0994,0.2256,0.2858,0.289,0.2942,0.1409,0.0856,1,,,,,
1633,0.0587,0.0761,0.0753,0.1486,0.2359,0.2759,0.3124,0.2966,0.2029,0.1634,1,,,,,
1634,0.0532,0.073,0.0562,0.1026,0.2334,0.2943,0.3112,0.3128,0.1443,0.0874,1,,,,,
1635,0.0493,0.0717,0.0552,0.0964,0.2308,0.2876,0.3034,0.2996,0.1417,0.0828,1,,,,,
1636,0.0532,0.073,0.0562,0.1026,0.2334,0.2943,0.3112,0.3128,0.1443,0.0874,1,,,,,
1637,0.0508,0.0727,0.056,0.101,0.2264,0.2965,0.2942,0.3037,0.1451,0.09,1,,,,,
1638,0.0532,0.0736,0.0593,0.0994,0.2256,0.2858,0.2854,0.2942,0.1409,0.0856,1,,,,,
1639,0.0561,0.0755,0.0602,0.0937,0.2515,0.3368,0.3212,0.3435,0.1445,0.0818,1,,,,,
1640,0.0548,0.076,0.0622,0.0925,0.2523,0.3389,0.3312,0.3473,0.1429,0.0835,1,,,,,
1641,0.0548,0.0736,0.0616,0.0941,0.259,0.3365,0.324,0.3569,0.14,0.0745,1,,,,,
1642,0.0572,0.0717,0.0588,0.0947,0.2358,0.301,0.319,0.3183,0.1438,0.0871,1,,,,,
1643,0.0508,0.0655,0.0484,0.101,0.2264,0.2965,0.312,0.3037,0.1451,0.09,1,,,,,
1644,0.0532,0.073,0.0562,0.1026,0.2334,0.2943,0.3112,0.3128,0.1443,0.0874,1,,,,,
1645,0.0532,0.0749,0.0591,0.0941,0.259,0.3365,0.3156,0.3569,0.14,0.0745,1,,,,,
1646,0.0502,0.0727,0.0576,0.1009,0.2345,0.2911,0.2962,0.3069,0.1486,0.0896,1,,,,,
1647,0.107,0.1424,0.165,0.1486,0.2359,0.2759,0.2984,0.2966,0.2029,0.1634,1,,,,,
1648,0.1002,0.1268,0.1418,0.1486,0.2359,0.2759,0.284,0.2966,0.2029,0.1634,1,,,,,
1649,0.0532,0.073,0.0562,0.1026,0.2334,0.2943,0.3112,0.3128,0.1443,0.0874,1,,,,,
1650,0.0542,0.0697,0.0556,0.1026,0.2334,0.2943,0.3108,0.3128,0.1443,0.0874,1,,,,,
1651,0.0502,0.0727,0.0576,0.1009,0.2345,0.2911,0.2962,0.3069,0.1486,0.0896,1,,,,,
1652,0.0564,0.0758,0.0582,0.0937,0.2515,0.3368,0.319,0.3435,0.1445,0.0818,1,,,,,
1653,0.0532,0.072,0.0575,0.0994,0.2256,0.2858,0.2872,0.2942,0.1409,0.0856,1,,,,,
1654,0.0512,0.0752,0.0578,0.1009,0.2345,0.2911,0.298,0.3069,0.1486,0.0896,1,,,,,
1655,0.0537,0.0744,0.0547,0.1026,0.2334,0.2943,0.315,0.3128,0.1443,0.0874,1,,,,,
1656,0.0493,0.0717,0.0552,0.0964,0.2308,0.2876,0.3034,0.2996,0.1417,0.0828,1,,,,,
1657,0.1002,0.1268,0.1418,0.1486,0.2359,0.2759,0.284,0.2966,0.2029,0.1634,1,,,,,
1658,0.0564,0.0758,0.0582,0.0937,0.2515,0.3368,0.319,0.3435,0.1445,0.0818,1,,,,,
1659,0.0512,0.0675,0.0529,0.0947,0.2358,0.301,0.312,0.3183,0.1438,0.0871,1,,,,,
1660,0.0521,0.0755,0.0576,0.0966,0.2599,0.349,0.3428,0.3622,0.1428,0.0806,1,,,,,
1661,0.0521,0.0755,0.0576,0.0966,0.2599,0.349,0.3428,0.3622,0.1428,0.0806,1,,,,,
1662,0.0572,0.0717,0.0588,0.0947,0.2358,0.301,0.319,0.3183,0.1438,0.0871,1,,,,,
1663,0.1002,0.1268,0.1418,0.1486,0.2359,0.2759,0.284,0.2966,0.2029,0.1634,1,,,,,
1664,0.0502,0.0727,0.0576,0.1009,0.2345,0.2911,0.2962,0.3069,0.1486,0.0896,1,,,,,
1665,0.0587,0.0761,0.0753,0.1486,0.2359,0.2759,0.3124,0.2966,0.2029,0.1634,1,,,,,
1666,0.0518,0.0702,0.0581,0.0964,0.2308,0.2876,0.2976,0.2996,0.1417,0.0828,1,,,,,
1667,0.0542,0.0697,0.0556,0.1026,0.2334,0.2943,0.3108,0.3128,0.1443,0.0874,1,,,,,
1668,0.0538,0.0713,0.0562,0.0955,0.2644,0.3516,0.324,0.365,0.1388,0.0755,1,,,,,
1669,0.0512,0.0752,0.0578,0.1009,0.2345,0.2911,0.298,0.3069,0.1486,0.0896,1,,,,,
1670,0.0561,0.0755,0.0602,0.0937,0.2515,0.3368,0.3212,0.3435,0.1445,0.0818,1,,,,,
1671,0.0532,0.0736,0.0593,0.0994,0.2256,0.2858,0.2854,0.2942,0.1409,0.0856,1,,,,,
1672,0.0532,0.072,0.0575,0.0994,0.2256,0.2858,0.2872,0.2942,0.1409,0.0856,1,,,,,
1673,0.0695,0.0966,0.0979,0.1486,0.2359,0.2759,0.3104,0.2966,0.2029,0.1634,1,,,,,
1674,0.0564,0.0758,0.0582,0.0937,0.2515,0.3368,0.319,0.3435,0.1445,0.0818,1,,,,,
1675,0.0533,0.0758,0.0653,0.1009,0.2345,0.2911,0.31,0.3069,0.1486,0.0896,1,,,,,
1676,0.0532,0.0736,0.0593,0.0994,0.2256,0.2858,0.2854,0.2942,0.1409,0.0856,1,,,,,
1677,0.0518,0.0702,0.0581,0.0964,0.2308,0.2876,0.2976,0.2996,0.1417,0.0828,1,,,,,
1678,0.0578,0.0734,0.0594,0.0925,0.2523,0.3389,0.3294,0.3473,0.1429,0.0835,1,,,,,
1679,0.0539,0.0763,0.0618,0.0966,0.2599,0.349,0.3304,0.3622,0.1428,0.0806,1,,,,,
1680,0.0518,0.0702,0.0581,0.0964,0.2308,0.2876,0.2976,0.2996,0.1417,0.0828,1,,,,,
1681,0.0539,0.0763,0.0618,0.0966,0.2599,0.349,0.3304,0.3622,0.1428,0.0806,1,,,,,
1682,0.0539,0.0763,0.0618,0.0966,0.2599,0.349,0.3304,0.3622,0.1428,0.0806,1,,,,,
1683,0.0542,0.0697,0.0556,0.1026,0.2334,0.2943,0.3108,0.3128,0.1443,0.0874,1,,,,,
1684,0.1002,0.1268,0.1418,0.1486,0.2359,0.2759,0.284,0.2966,0.2029,0.1634,1,,,,,
1685,0.0493,0.0717,0.0552,0.0964,0.2308,0.2876,0.3034,0.2996,0.1417,0.0828,1,,,,,
1686,0.1002,0.1268,0.1418,0.1486,0.2359,0.2759,0.284,0.2966,0.2029,0.1634,1,,,,,
1687,0.0539,0.0763,0.0618,0.0966,0.2599,0.349,0.3304,0.3622,0.1428,0.0806,1,,,,,
1688,0.0548,0.0736,0.0616,0.0941,0.259,0.3365,0.324,0.3569,0.14,0.0745,1,,,,,
1689,0.0533,0.0758,0.0653,0.1009,0.2345,0.2911,0.31,0.3069,0.1486,0.0896,1,,,,,
1690,0.0587,0.0761,0.0753,0.1486,0.2359,0.2759,0.3124,0.2966,0.2029,0.1634,1,,,,,
1691,0.0505,0.0693,0.0541,0.0994,0.2256,0.2858,0.295,0.2942,0.1409,0.0856,1,,,,,
1692,0.0512,0.0675,0.0529,0.0947,0.2358,0.301,0.312,0.3183,0.1438,0.0871,1,,,,,
1693,0.0548,0.0736,0.0616,0.0941,0.259,0.3365,0.324,0.3569,0.14,0.0745,1,,,,,
1694,0.0695,0.0966,0.0979,0.1486,0.2359,0.2759,0.3104,0.2966,0.2029,0.1634,1,,,,,
1695,0.0505,0.0724,0.0581,0.1009,0.2345,0.2911,0.2996,0.3069,0.1486,0.0896,1,,,,,
1696,0.0564,0.0758,0.0582,0.0937,0.2515,0.3368,0.319,0.3435,0.1445,0.0818,1,,,,,
1697,0.0587,0.0761,0.0753,0.1486,0.2359,0.2759,0.3124,0.2966,0.2029,0.1634,1,,,,,
1698,0.0509,0.0693,0.053,0.0964,0.2308,0.2876,0.3006,0.2996,0.1417,0.0828,1,,,,,
1699,0.0512,0.0752,0.0578,0.1009,0.2345,0.2911,0.298,0.3069,0.1486,0.0896,1,,,,,
1700,0.0537,0.0744,0.0547,0.1026,0.2334,0.2943,0.315,0.3128,0.1443,0.0874,1,,,,,
1701,0.0572,0.0717,0.0588,0.0947,0.2358,0.301,0.319,0.3183,0.1438,0.0871,1,,,,,
1702,0.0572,0.0717,0.0588,0.0947,0.2358,0.301,0.319,0.3183,0.1438,0.0871,1,,,,,
1703,0.0644,0.0875,0.0828,0.1311,0.2537,0.3282,0.324,0.3359,0.1775,0.1165,1,,,,,
1704,0.0514,0.0661,0.0529,0.0947,0.2358,0.301,0.3228,0.3183,0.1438,0.0871,1,,,,,
1705,0.0512,0.0752,0.0578,0.1009,0.2345,0.2911,0.298,0.3069,0.1486,0.0896,1,,,,,
1706,0.0512,0.0752,0.0578,0.1009,0.2345,0.2911,0.298,0.3069,0.1486,0.0896,1,,,,,
1707,0.0502,0.0727,0.0576,0.1009,0.2345,0.2911,0.2962,0.3069,0.1486,0.0896,1,,,,,
1708,0.0487,0.0707,0.054,0.0994,0.2256,0.2858,0.289,0.2942,0.1409,0.0856,1,,,,,
1709,0.0508,0.0655,0.0484,0.101,0.2264,0.2965,0.312,0.3037,0.1451,0.09,1,,,,,
1710,0.0587,0.0761,0.0753,0.1486,0.2359,0.2759,0.3124,0.2966,0.2029,0.1634,1,,,,,
1711,0.0518,0.0702,0.0581,0.0964,0.2308,0.2876,0.2976,0.2996,0.1417,0.0828,1,,,,,
1712,0.0493,0.07,0.0562,0.0964,0.2308,0.2876,0.2962,0.2996,0.1417,0.0828,1,,,,,
1713,0.0548,0.076,0.0622,0.0925,0.2523,0.3389,0.3312,0.3473,0.1429,0.0835,1,,,,,
1714,0.0548,0.0736,0.0616,0.0941,0.259,0.3365,0.324,0.3569,0.14,0.0745,1,,,,,
1715,0.0512,0.0675,0.0529,0.0947,0.2358,0.301,0.312,0.3183,0.1438,0.0871,1,,,,,
1716,0.0542,0.0697,0.0556,0.1026,0.2334,0.2943,0.3108,0.3128,0.1443,0.0874,1,,,,,
1717,0.0537,0.0744,0.0547,0.1026,0.2334,0.2943,0.315,0.3128,0.1443,0.0874,1,,,,,
1718,0.0539,0.0763,0.0618,0.0966,0.2599,0.349,0.3304,0.3622,0.1428,0.0806,1,,,,,
1719,0.0493,0.0717,0.0552,0.0964,0.2308,0.2876,0.3034,0.2996,0.1417,0.0828,1,,,,,
1720,0.048,0.0675,0.0504,0.1026,0.2334,0.2943,0.3106,0.3128,0.1443,0.0874,1,,,,,
1721,0.0518,0.0702,0.0581,0.0964,0.2308,0.2876,0.2976,0.2996,0.1417,0.0828,1,,,,,
1722,0.0487,0.0707,0.054,0.0994,0.2256,0.2858,0.289,0.2942,0.1409,0.0856,1,,,,,
1723,0.0564,0.0758,0.0582,0.0937,0.2515,0.3368,0.319,0.3435,0.1445,0.0818,1,,,,,
1724,0.0509,0.0693,0.053,0.0964,0.2308,0.2876,0.3006,0.2996,0.1417,0.0828,1,,,,,
1725,0.0587,0.0761,0.0753,0.1486,0.2359,0.2759,0.3124,0.2966,0.2029,0.1634,1,,,,,
1726,0.0502,0.0727,0.0576,0.1009,0.2345,0.2911,0.2962,0.3069,0.1486,0.0896,1,,,,,
1727,0.0532,0.0722,0.0547,0.0955,0.2644,0.3516,0.3376,0.365,0.1388,0.0755,1,,,,,
1728,0.0548,0.0736,0.0616,0.0941,0.259,0.3365,0.324,0.3569,0.14,0.0745,1,,,,,
1729,0.0532,0.073,0.0562,0.1026,0.2334,0.2943,0.3112,0.3128,0.1443,0.0874,1,,,,,
1730,0.0518,0.0702,0.0581,0.0964,0.2308,0.2876,0.2976,0.2996,0.1417,0.0828,1,,,,,
1731,0.0502,0.0727,0.0576,0.1009,0.2345,0.2911,0.2962,0.3069,0.1486,0.0896,1,,,,,
1732,0.0537,0.0744,0.0547,0.1026,0.2334,0.2943,0.315,0.3128,0.1443,0.0874,1,,,,,
1733,0.0542,0.0697,0.0556,0.1026,0.2334,0.2943,0.3108,0.3128,0.1443,0.0874,1,,,,,
1734,0.0578,0.0734,0.0594,0.0925,0.2523,0.3389,0.3294,0.3473,0.1429,0.0835,1,,,,,
1735,0.107,0.1424,0.165,0.1486,0.2359,0.2759,0.2984,0.2966,0.2029,0.1634,1,,,,,
1736,0.1002,0.1268,0.1418,0.1486,0.2359,0.2759,0.284,0.2966,0.2029,0.1634,1,,,,,
1737,0.0548,0.076,0.0622,0.0925,0.2523,0.3389,0.3312,0.3473,0.1429,0.0835,1,,,,,
1738,0.0533,0.0752,0.0636,0.0962,0.2625,0.3386,0.325,0.3585,0.1453,0.0798,1,,,,,
1739,0.0532,0.0749,0.0591,0.0941,0.259,0.3365,0.3156,0.3569,0.14,0.0745,1,,,,,
1740,0.0532,0.0736,0.0593,0.0994,0.2256,0.2858,0.2854,0.2942,0.1409,0.0856,1,,,,,
1741,0.0907,0.1104,0.1172,0.1311,0.2537,0.3282,0.3038,0.3359,0.1775,0.1165,1,,,,,
1742,0.0907,0.1104,0.1172,0.1311,0.2537,0.3282,0.3038,0.3359,0.1775,0.1165,1,,,,,
1743,0.0548,0.076,0.0622,0.0925,0.2523,0.3389,0.3312,0.3473,0.1429,0.0835,1,,,,,
1744,0.0514,0.0661,0.0529,0.0947,0.2358,0.301,0.3228,0.3183,0.1438,0.0871,1,,,,,
1745,0.0538,0.0713,0.0562,0.0955,0.2644,0.3516,0.324,0.365,0.1388,0.0755,1,,,,,
1746,0.0512,0.0752,0.0578,0.1009,0.2345,0.2911,0.298,0.3069,0.1486,0.0896,1,,,,,
1747,0.0518,0.0702,0.0581,0.0964,0.2308,0.2876,0.2976,0.2996,0.1417,0.0828,1,,,,,
1748,0.0532,0.0722,0.0547,0.0955,0.2644,0.3516,0.3376,0.365,0.1388,0.0755,1,,,,,
1749,0.0509,0.0693,0.053,0.0964,0.2308,0.2876,0.3006,0.2996,0.1417,0.0828,1,,,,,
1750,0.0537,0.0744,0.0547,0.1026,0.2334,0.2943,0.315,0.3128,0.1443,0.0874,1,,,,,
1751,0.0513,0.0788,0.0635,0.1109,0.1825,0.1954,0.2186,0.1995,0.1524,0.1045,1,,,,,
1752,0.0546,0.0868,0.0759,0.1204,0.1791,0.1944,0.216,0.1979,0.1616,0.1214,1,,,,,
1753,0.0523,0.0803,0.0589,0.112,0.1987,0.2061,0.2266,0.2101,0.1565,0.1111,1,,,,,
1754,0.0519,0.0805,0.0677,0.1119,0.1755,0.1905,0.2116,0.1875,0.1572,0.1135,1,,,,,
1755,0.055,0.0918,0.0694,0.134,0.2088,0.232,0.2822,0.2484,0.1833,0.1355,1,,,,,
1756,0.0833,0.1168,0.1206,0.134,0.2088,0.232,0.2544,0.2484,0.1833,0.1355,1,,,,,
1757,0.047,0.0766,0.0526,0.11,0.2044,0.226,0.2458,0.2257,0.1521,0.1013,1,,,,,
1758,0.0439,0.0775,0.0526,0.134,0.2088,0.232,0.2778,0.2484,0.1833,0.1355,1,,,,,
1759,0.043,0.0748,0.0459,0.1066,0.2225,0.2543,0.2678,0.2448,0.1544,0.0963,1,,,,,
1760,0.047,0.0766,0.0526,0.11,0.2044,0.226,0.2458,0.2257,0.1521,0.1013,1,,,,,
1761,0.0513,0.0788,0.0635,0.1109,0.1825,0.1954,0.2186,0.1995,0.1524,0.1045,1,,,,,
1762,0.047,0.0766,0.0526,0.11,0.2044,0.226,0.2458,0.2257,0.1521,0.1013,1,,,,,
1763,0.0507,0.0801,0.0648,0.1109,0.1825,0.1954,0.2258,0.1995,0.1524,0.1045,1,,,,,
1764,0.0439,0.0775,0.0526,0.134,0.2088,0.232,0.2778,0.2484,0.1833,0.1355,1,,,,,
1765,0.0565,0.0925,0.0736,0.1242,0.2002,0.2214,0.2344,0.2219,0.164,0.1183,1,,,,,
1766,0.0538,0.0787,0.0661,0.1119,0.1755,0.1905,0.2046,0.1875,0.1572,0.1135,1,,,,,
1767,0.0565,0.081,0.0601,0.1145,0.1852,0.1986,0.2208,0.2032,0.1555,0.1119,1,,,,,
1768,0.0654,0.1032,0.0985,0.134,0.2088,0.232,0.2368,0.2484,0.1833,0.1355,1,,,,,
1769,0.0501,0.0821,0.0601,0.112,0.1987,0.2061,0.2224,0.2101,0.1565,0.1111,1,,,,,
1770,0.0485,0.0775,0.0565,0.1106,0.1934,0.2032,0.2246,0.217,0.1527,0.1049,1,,,,,
1771,0.0553,0.0799,0.0604,0.1145,0.1852,0.1986,0.2038,0.2032,0.1555,0.1119,1,,,,,
1772,0.0461,0.0748,0.0426,0.1066,0.2225,0.2543,0.2828,0.2448,0.1544,0.0963,1,,,,,
1773,0.047,0.0766,0.0526,0.11,0.2044,0.226,0.2458,0.2257,0.1521,0.1013,1,,,,,
1774,0.0553,0.0799,0.0604,0.1145,0.1852,0.1986,0.2038,0.2032,0.1555,0.1119,1,,,,,
1775,0.0654,0.1032,0.0985,0.134,0.2088,0.232,0.2368,0.2484,0.1833,0.1355,1,,,,,
1776,0.0513,0.0788,0.0635,0.1109,0.1825,0.1954,0.2186,0.1995,0.1524,0.1045,1,,,,,
1777,0.0509,0.078,0.0559,0.1106,0.1934,0.2032,0.2142,0.217,0.1527,0.1049,1,,,,,
1778,0.0565,0.0925,0.0736,0.1242,0.2002,0.2214,0.2344,0.2219,0.164,0.1183,1,,,,,
1779,0.0424,0.0731,0.0479,0.1066,0.2225,0.2543,0.2872,0.2448,0.1544,0.0963,1,,,,,
1780,0.0463,0.0759,0.0505,0.1066,0.2225,0.2543,0.2618,0.2448,0.1544,0.0963,1,,,,,
1781,0.0526,0.0775,0.0631,0.1131,0.175,0.1917,0.2136,0.1945,0.1548,0.1097,1,,,,,
1782,0.0553,0.0799,0.0604,0.1145,0.1852,0.1986,0.2038,0.2032,0.1555,0.1119,1,,,,,
1783,0.0543,0.0767,0.0643,0.1131,0.175,0.1917,0.2054,0.1945,0.1548,0.1097,1,,,,,
1784,0.0503,0.0784,0.0585,0.11,0.2044,0.226,0.2402,0.2257,0.1521,0.1013,1,,,,,
1785,0.0513,0.0788,0.0635,0.1109,0.1825,0.1954,0.2186,0.1995,0.1524,0.1045,1,,,,,
1786,0.0448,0.0791,0.0538,0.1106,0.1934,0.2032,0.2332,0.217,0.1527,0.1049,1,,,,,
1787,0.0457,0.0745,0.0448,0.11,0.2044,0.226,0.2508,0.2257,0.1521,0.1013,1,,,,,
1788,0.0485,0.0775,0.0565,0.1106,0.1934,0.2032,0.2246,0.217,0.1527,0.1049,1,,,,,
1789,0.0433,0.0801,0.0524,0.1134,0.2027,0.2237,0.2386,0.2282,0.1569,0.105,1,,,,,
1790,0.0654,0.1032,0.0985,0.134,0.2088,0.232,0.2368,0.2484,0.1833,0.1355,1,,,,,
1791,0.0523,0.0803,0.0589,0.112,0.1987,0.2061,0.2266,0.2101,0.1565,0.1111,1,,,,,
1792,0.055,0.0918,0.0694,0.134,0.2088,0.232,0.2822,0.2484,0.1833,0.1355,1,,,,,
1793,0.0509,0.0788,0.0604,0.1106,0.1934,0.2032,0.2082,0.217,0.1527,0.1049,1,,,,,
1794,0.0501,0.0821,0.0601,0.112,0.1987,0.2061,0.2224,0.2101,0.1565,0.1111,1,,,,,
1795,0.061,0.0877,0.0742,0.1251,0.1888,0.2022,0.223,0.2085,0.1817,0.1344,1,,,,,
1796,0.0538,0.08,0.0591,0.112,0.1987,0.2061,0.215,0.2101,0.1565,0.1111,1,,,,,
1797,0.043,0.0748,0.0459,0.1066,0.2225,0.2543,0.2678,0.2448,0.1544,0.0963,1,,,,,
1798,0.0424,0.0731,0.0479,0.1066,0.2225,0.2543,0.2872,0.2448,0.1544,0.0963,1,,,,,
1799,0.0553,0.0799,0.0604,0.1145,0.1852,0.1986,0.2038,0.2032,0.1555,0.1119,1,,,,,
1800,0.0509,0.0788,0.0604,0.1106,0.1934,0.2032,0.2082,0.217,0.1527,0.1049,1,,,,,
1801,0.0565,0.0925,0.0736,0.1242,0.2002,0.2214,0.2344,0.2219,0.164,0.1183,1,,,,,
1802,0.0514,0.0844,0.0637,0.1134,0.2027,0.2237,0.236,0.2282,0.1569,0.105,1,,,,,
1803,0.0519,0.0805,0.0677,0.1119,0.1755,0.1905,0.2116,0.1875,0.1572,0.1135,1,,,,,
1804,0.0501,0.0821,0.0601,0.112,0.1987,0.2061,0.2224,0.2101,0.1565,0.1111,1,,,,,
1805,0.0457,0.0745,0.0448,0.11,0.2044,0.226,0.2508,0.2257,0.1521,0.1013,1,,,,,
1806,0.0463,0.0759,0.0505,0.1066,0.2225,0.2543,0.2618,0.2448,0.1544,0.0963,1,,,,,
1807,0.0448,0.0791,0.0538,0.1106,0.1934,0.2032,0.2332,0.217,0.1527,0.1049,1,,,,,
1808,0.043,0.0748,0.0459,0.1066,0.2225,0.2543,0.2678,0.2448,0.1544,0.0963,1,,,,,
1809,0.0654,0.1032,0.0985,0.134,0.2088,0.232,0.2368,0.2484,0.1833,0.1355,1,,,,,
1810,0.0513,0.0788,0.0635,0.1109,0.1825,0.1954,0.2186,0.1995,0.1524,0.1045,1,,,,,
1811,0.0501,0.0821,0.0601,0.112,0.1987,0.2061,0.2224,0.2101,0.1565,0.1111,1,,,,,
1812,0.047,0.0766,0.0526,0.11,0.2044,0.226,0.2458,0.2257,0.1521,0.1013,1,,,,,
1813,0.0499,0.0804,0.0679,0.1111,0.178,0.1869,0.21,0.1973,0.1497,0.1047,1,,,,,
1814,0.0833,0.1168,0.1206,0.134,0.2088,0.232,0.2544,0.2484,0.1833,0.1355,1,,,,,
1815,0.0461,0.0748,0.0426,0.1066,0.2225,0.2543,0.2828,0.2448,0.1544,0.0963,1,,,,,
1816,0.0513,0.0788,0.0635,0.1109,0.1825,0.1954,0.2186,0.1995,0.1524,0.1045,1,,,,,
1817,0.0439,0.0775,0.0526,0.134,0.2088,0.232,0.2778,0.2484,0.1833,0.1355,1,,,,,
1818,0.0514,0.0844,0.0637,0.1134,0.2027,0.2237,0.236,0.2282,0.1569,0.105,1,,,,,
1819,0.055,0.0918,0.0694,0.134,0.2088,0.232,0.2822,0.2484,0.1833,0.1355,1,,,,,
1820,0.055,0.0918,0.0694,0.134,0.2088,0.232,0.2822,0.2484,0.1833,0.1355,1,,,,,
1821,0.0833,0.1168,0.1206,0.134,0.2088,0.232,0.2544,0.2484,0.1833,0.1355,1,,,,,
1822,0.0523,0.0803,0.0589,0.112,0.1987,0.2061,0.2266,0.2101,0.1565,0.1111,1,,,,,
1823,0.0485,0.0775,0.0565,0.1106,0.1934,0.2032,0.2246,0.217,0.1527,0.1049,1,,,,,
1824,0.0523,0.0803,0.0589,0.112,0.1987,0.2061,0.2266,0.2101,0.1565,0.1111,1,,,,,
1825,0.0509,0.0788,0.0604,0.1106,0.1934,0.2032,0.2082,0.217,0.1527,0.1049,1,,,,,
1826,0.061,0.0877,0.0742,0.1251,0.1888,0.2022,0.223,0.2085,0.1817,0.1344,1,,,,,
1827,0.0433,0.0788,0.0522,0.1134,0.2027,0.2237,0.2344,0.2282,0.1569,0.105,1,,,,,
1828,0.0546,0.0868,0.0759,0.1204,0.1791,0.1944,0.216,0.1979,0.1616,0.1214,1,,,,,
1829,0.0433,0.0801,0.0524,0.1134,0.2027,0.2237,0.2386,0.2282,0.1569,0.105,1,,,,,
1830,0.0463,0.0759,0.0505,0.1066,0.2225,0.2543,0.2618,0.2448,0.1544,0.0963,1,,,,,
1831,0.0519,0.0805,0.0677,0.1119,0.1755,0.1905,0.2116,0.1875,0.1572,0.1135,1,,,,,
1832,0.043,0.0748,0.0459,0.1066,0.2225,0.2543,0.2678,0.2448,0.1544,0.0963,1,,,,,
1833,0.0433,0.0801,0.0524,0.1134,0.2027,0.2237,0.2386,0.2282,0.1569,0.105,1,,,,,
1834,0.043,0.0748,0.0459,0.1066,0.2225,0.2543,0.2678,0.2448,0.1544,0.0963,1,,,,,
1835,0.0509,0.0788,0.0604,0.1106,0.1934,0.2032,0.2082,0.217,0.1527,0.1049,1,,,,,
1836,0.0457,0.0745,0.0448,0.11,0.2044,0.226,0.2508,0.2257,0.1521,0.1013,1,,,,,
1837,0.0439,0.0775,0.0526,0.134,0.2088,0.232,0.2778,0.2484,0.1833,0.1355,1,,,,,
1838,0.0461,0.0748,0.0426,0.1066,0.2225,0.2543,0.2828,0.2448,0.1544,0.0963,1,,,,,
1839,0.0546,0.0868,0.0759,0.1204,0.1791,0.1944,0.216,0.1979,0.1616,0.1214,1,,,,,
1840,0.0519,0.0805,0.0677,0.1119,0.1755,0.1905,0.2116,0.1875,0.1572,0.1135,1,,,,,
1841,0.0457,0.078,0.0541,0.11,0.2044,0.226,0.2364,0.2257,0.1521,0.1013,1,,,,,
1842,0.061,0.0877,0.0742,0.1251,0.1888,0.2022,0.223,0.2085,0.1817,0.1344,1,,,,,
1843,0.0519,0.0805,0.0677,0.1119,0.1755,0.1905,0.2116,0.1875,0.1572,0.1135,1,,,,,
1844,0.0433,0.0801,0.0524,0.1134,0.2027,0.2237,0.2386,0.2282,0.1569,0.105,1,,,,,
1845,0.0501,0.0821,0.0601,0.112,0.1987,0.2061,0.2224,0.2101,0.1565,0.1111,1,,,,,
1846,0.0433,0.0801,0.0524,0.1134,0.2027,0.2237,0.2386,0.2282,0.1569,0.105,1,,,,,
1847,0.0565,0.081,0.0601,0.1145,0.1852,0.1986,0.2208,0.2032,0.1555,0.1119,1,,,,,
1848,0.0509,0.078,0.0559,0.1106,0.1934,0.2032,0.2142,0.217,0.1527,0.1049,1,,,,,
1849,0.0526,0.0775,0.0631,0.1131,0.175,0.1917,0.2136,0.1945,0.1548,0.1097,1,,,,,
1850,0.0518,0.083,0.0638,0.1111,0.178,0.1869,0.2016,0.1973,0.1497,0.1047,1,,,,,
1851,0.0538,0.08,0.0591,0.112,0.1987,0.2061,0.215,0.2101,0.1565,0.1111,1,,,,,
1852,0.0463,0.0759,0.0505,0.1066,0.2225,0.2543,0.2618,0.2448,0.1544,0.0963,1,,,,,
1853,0.0507,0.0836,0.0623,0.112,0.1987,0.2061,0.2326,0.2101,0.1565,0.1111,1,,,,,
