sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class,,,,,
12917,0.0636,0.0928,0.0808,0.1164,0.1618,0.1738,0.1782,0.1767,0.1557,0.1211,3,,,,,
12918,0.0738,0.0979,0.0833,0.1196,0.173,0.1817,0.1866,0.179,0.165,0.131,3,,,,,
12919,0.0627,0.0857,0.0735,0.1097,0.1573,0.1657,0.171,0.1698,0.1495,0.1119,3,,,,,
12920,0.0781,0.0963,0.0893,0.1204,0.1986,0.2231,0.245,0.2276,0.166,0.1212,3,,,,,
12921,0.0662,0.0864,0.076,0.1206,0.1735,0.1853,0.187,0.1815,0.1587,0.1194,3,,,,,
12922,0.0611,0.086,0.0761,0.1069,0.1582,0.1711,0.1716,0.1704,0.1442,0.1032,3,,,,,
12923,0.0629,0.0871,0.0832,0.1176,0.1627,0.1755,0.1752,0.1806,0.1521,0.1158,3,,,,,
12924,0.073,0.0946,0.0963,0.1204,0.1986,0.2231,0.197,0.2276,0.166,0.1212,3,,,,,
12925,0.0709,0.0969,0.0885,0.1231,0.1618,0.1739,0.183,0.1718,0.1584,0.1253,3,,,,,
12926,0.0662,0.0896,0.0826,0.1206,0.1735,0.1853,0.192,0.1815,0.1587,0.1194,3,,,,,
12927,0.061,0.0876,0.0764,0.1206,0.1735,0.1853,0.1772,0.1815,0.1587,0.1194,3,,,,,
12928,0.073,0.0946,0.0963,0.1204,0.1986,0.2231,0.197,0.2276,0.166,0.1212,3,,,,,
12929,0.0695,0.0985,0.087,0.1196,0.173,0.1817,0.1904,0.179,0.165,0.131,3,,,,,
12930,0.061,0.0876,0.0764,0.1206,0.1735,0.1853,0.1772,0.1815,0.1587,0.1194,3,,,,,
12931,0.0628,0.0824,0.0742,0.1196,0.173,0.1817,0.174,0.179,0.165,0.131,3,,,,,
12932,0.0645,0.0867,0.0732,0.1097,0.1573,0.1657,0.1688,0.1698,0.1495,0.1119,3,,,,,
12933,0.0709,0.0969,0.0885,0.1231,0.1618,0.1739,0.183,0.1718,0.1584,0.1253,3,,,,,
12934,0.0694,0.0905,0.0863,0.1176,0.1627,0.1755,0.1866,0.1806,0.1521,0.1158,3,,,,,
12935,0.0637,0.0837,0.0745,0.1164,0.1618,0.1738,0.1722,0.1767,0.1557,0.1211,3,,,,,
12936,0.0694,0.0905,0.0863,0.1176,0.1627,0.1755,0.1866,0.1806,0.1521,0.1158,3,,,,,
12937,0.0634,0.0851,0.0747,0.1097,0.1573,0.1657,0.174,0.1698,0.1495,0.1119,3,,,,,
12938,0.0596,0.0857,0.0661,0.1204,0.1986,0.2231,0.2484,0.2276,0.166,0.1212,3,,,,,
12939,0.0709,0.0969,0.0885,0.1231,0.1618,0.1739,0.183,0.1718,0.1584,0.1253,3,,,,,
12940,0.0584,0.0834,0.0732,0.1047,0.1639,0.1796,0.197,0.1895,0.1415,0.1011,3,,,,,
12941,0.0778,0.1009,0.0963,0.1272,0.1731,0.1883,0.205,0.1886,0.165,0.1312,3,,,,,
12942,0.0731,0.0899,0.0866,0.127,0.1672,0.1771,0.1832,0.1799,0.1667,0.1342,3,,,,,
12943,0.0653,0.0828,0.072,0.1069,0.1582,0.1711,0.1764,0.1704,0.1442,0.1032,3,,,,,
12944,0.0629,0.0871,0.0832,0.1176,0.1627,0.1755,0.1752,0.1806,0.1521,0.1158,3,,,,,
12945,0.0625,0.0843,0.073,0.1097,0.1573,0.1657,0.1744,0.1698,0.1495,0.1119,3,,,,,
12946,0.0629,0.0871,0.0832,0.1176,0.1627,0.1755,0.1752,0.1806,0.1521,0.1158,3,,,,,
12947,0.0731,0.0899,0.0866,0.127,0.1672,0.1771,0.1832,0.1799,0.1667,0.1342,3,,,,,
12948,0.0671,0.0874,0.0783,0.1206,0.1735,0.1853,0.1858,0.1815,0.1587,0.1194,3,,,,,
12949,0.0637,0.0837,0.0745,0.1164,0.1618,0.1738,0.1722,0.1767,0.1557,0.1211,3,,,,,
12950,0.0612,0.0872,0.0717,0.1196,0.173,0.1817,0.1722,0.179,0.165,0.131,3,,,,,
12951,0.0589,0.0835,0.0722,0.1047,0.1639,0.1796,0.1904,0.1895,0.1415,0.1011,3,,,,,
12952,0.0626,0.0813,0.0742,0.1204,0.1986,0.2231,0.188,0.2276,0.166,0.1212,3,,,,,
12953,0.0584,0.0834,0.0732,0.1047,0.1639,0.1796,0.197,0.1895,0.1415,0.1011,3,,,,,
12954,0.067,0.0905,0.0814,0.1176,0.1627,0.1755,0.182,0.1806,0.1521,0.1158,3,,,,,
12955,0.0637,0.0837,0.0745,0.1164,0.1618,0.1738,0.1722,0.1767,0.1557,0.1211,3,,,,,
12956,0.0627,0.0857,0.0735,0.1097,0.1573,0.1657,0.171,0.1698,0.1495,0.1119,3,,,,,
12957,0.0695,0.0985,0.087,0.1196,0.173,0.1817,0.1904,0.179,0.165,0.131,3,,,,,
12958,0.0671,0.0874,0.0783,0.1206,0.1735,0.1853,0.1858,0.1815,0.1587,0.1194,3,,,,,
12959,0.0778,0.1009,0.0963,0.1272,0.1731,0.1883,0.205,0.1886,0.165,0.1312,3,,,,,
12960,0.0584,0.0834,0.0732,0.1047,0.1639,0.1796,0.197,0.1895,0.1415,0.1011,3,,,,,
12961,0.061,0.0876,0.0764,0.1206,0.1735,0.1853,0.1772,0.1815,0.1587,0.1194,3,,,,,
12962,0.0671,0.0874,0.0783,0.1206,0.1735,0.1853,0.1858,0.1815,0.1587,0.1194,3,,,,,
12963,0.0626,0.0813,0.0742,0.1204,0.1986,0.2231,0.188,0.2276,0.166,0.1212,3,,,,,
12964,0.0622,0.0797,0.0694,0.1069,0.1582,0.1711,0.1694,0.1704,0.1442,0.1032,3,,,,,
12965,0.0618,0.0888,0.077,0.1176,0.1627,0.1755,0.1848,0.1806,0.1521,0.1158,3,,,,,
12966,0.0636,0.0928,0.0808,0.1164,0.1618,0.1738,0.1782,0.1767,0.1557,0.1211,3,,,,,
12967,0.0618,0.0888,0.077,0.1176,0.1627,0.1755,0.1848,0.1806,0.1521,0.1158,3,,,,,
12968,0.0612,0.0872,0.0717,0.1196,0.173,0.1817,0.1722,0.179,0.165,0.131,3,,,,,
12969,0.0627,0.0857,0.0735,0.1097,0.1573,0.1657,0.171,0.1698,0.1495,0.1119,3,,,,,
12970,0.0647,0.0877,0.0725,0.1164,0.1618,0.1738,0.1758,0.1767,0.1557,0.1211,3,,,,,
12971,0.061,0.0876,0.0764,0.1206,0.1735,0.1853,0.1772,0.1815,0.1587,0.1194,3,,,,,
12972,0.0671,0.0874,0.0783,0.1206,0.1735,0.1853,0.1858,0.1815,0.1587,0.1194,3,,,,,
12973,0.0634,0.0851,0.0747,0.1097,0.1573,0.1657,0.174,0.1698,0.1495,0.1119,3,,,,,
12974,0.0699,0.0969,0.0879,0.1272,0.1731,0.1883,0.1852,0.1886,0.165,0.1312,3,,,,,
12975,0.0584,0.0834,0.0732,0.1047,0.1639,0.1796,0.197,0.1895,0.1415,0.1011,3,,,,,
12976,0.0674,0.0911,0.0787,0.1164,0.1618,0.1738,0.1792,0.1767,0.1557,0.1211,3,,,,,
12977,0.0645,0.0867,0.0732,0.1097,0.1573,0.1657,0.1688,0.1698,0.1495,0.1119,3,,,,,
12978,0.0653,0.0828,0.072,0.1069,0.1582,0.1711,0.1764,0.1704,0.1442,0.1032,3,,,,,
12979,0.0634,0.0851,0.0747,0.1097,0.1573,0.1657,0.174,0.1698,0.1495,0.1119,3,,,,,
12980,0.0671,0.0874,0.0783,0.1206,0.1735,0.1853,0.1858,0.1815,0.1587,0.1194,3,,,,,
12981,0.0742,0.0993,0.095,0.1231,0.1618,0.1739,0.1808,0.1718,0.1584,0.1253,3,,,,,
12982,0.0618,0.0888,0.077,0.1176,0.1627,0.1755,0.1848,0.1806,0.1521,0.1158,3,,,,,
12983,0.0636,0.0928,0.0808,0.1164,0.1618,0.1738,0.1782,0.1767,0.1557,0.1211,3,,,,,
12984,0.0629,0.0871,0.0832,0.1176,0.1627,0.1755,0.1752,0.1806,0.1521,0.1158,3,,,,,
12985,0.0629,0.0871,0.0832,0.1176,0.1627,0.1755,0.1752,0.1806,0.1521,0.1158,3,,,,,
12986,0.0629,0.0871,0.0832,0.1176,0.1627,0.1755,0.1752,0.1806,0.1521,0.1158,3,,,,,
12987,0.0626,0.0813,0.0742,0.1204,0.1986,0.2231,0.188,0.2276,0.166,0.1212,3,,,,,
12988,0.0491,0.0756,0.0498,0.1267,0.2797,0.3141,0.3218,0.3125,0.1691,0.1114,3,,,,,
12989,0.0653,0.0872,0.0726,0.127,0.1672,0.1771,0.1796,0.1799,0.1667,0.1342,3,,,,,
12990,0.0662,0.0864,0.076,0.1206,0.1735,0.1853,0.187,0.1815,0.1587,0.1194,3,,,,,
12991,0.0566,0.0783,0.0706,0.1047,0.1639,0.1796,0.1738,0.1895,0.1415,0.1011,3,,,,,
12992,0.0718,0.0997,0.0739,0.1267,0.2797,0.3141,0.3266,0.3125,0.1691,0.1114,3,,,,,
12993,0.073,0.0946,0.0963,0.1204,0.1986,0.2231,0.197,0.2276,0.166,0.1212,3,,,,,
12994,0.0618,0.0888,0.077,0.1176,0.1627,0.1755,0.1848,0.1806,0.1521,0.1158,3,,,,,
12995,0.0738,0.0979,0.0833,0.1196,0.173,0.1817,0.1866,0.179,0.165,0.131,3,,,,,
12996,0.0637,0.0837,0.0745,0.1164,0.1618,0.1738,0.1722,0.1767,0.1557,0.1211,3,,,,,
12997,0.061,0.0876,0.0764,0.1206,0.1735,0.1853,0.1772,0.1815,0.1587,0.1194,3,,,,,
12998,0.0626,0.0813,0.0742,0.1204,0.1986,0.2231,0.188,0.2276,0.166,0.1212,3,,,,,
12999,0.0742,0.0993,0.095,0.1231,0.1618,0.1739,0.1808,0.1718,0.1584,0.1253,3,,,,,
13000,0.0589,0.0835,0.0722,0.1047,0.1639,0.1796,0.1904,0.1895,0.1415,0.1011,3,,,,,
13001,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786,4,,,,,
13002,0.0905,0.1066,0.0903,0.1245,0.2538,0.2972,0.3042,0.3049,0.1521,0.0916,4,,,,,
13003,0.0898,0.1064,0.0846,0.1189,0.2675,0.3111,0.3416,0.324,0.1404,0.0753,4,,,,,
13004,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797,4,,,,,
13005,0.0819,0.1032,0.0796,0.1163,0.2642,0.3108,0.3274,0.32,0.1375,0.0745,4,,,,,
13006,0.0866,0.1086,0.085,0.1335,0.2614,0.2988,0.326,0.3088,0.1692,0.1165,4,,,,,
13007,0.0872,0.1036,0.0791,0.1195,0.2691,0.3191,0.3328,0.3239,0.1419,0.0776,4,,,,,
13008,0.0843,0.1046,0.0822,0.1217,0.262,0.2984,0.3122,0.3086,0.1404,0.0792,4,,,,,
13009,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087,4,,,,,
13010,0.0872,0.1036,0.0791,0.1195,0.2691,0.3191,0.3328,0.3239,0.1419,0.0776,4,,,,,
13011,0.0822,0.1054,0.079,0.1191,0.2761,0.3304,0.3594,0.3323,0.1445,0.0786,4,,,,,
13012,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13013,0.0845,0.1044,0.0774,0.1164,0.2795,0.332,0.3528,0.3427,0.1422,0.0756,4,,,,,
13014,0.0843,0.1034,0.081,0.1163,0.2642,0.3108,0.319,0.32,0.1375,0.0745,4,,,,,
13015,0.0844,0.104,0.0842,0.1183,0.264,0.3095,0.3194,0.3137,0.1402,0.0797,4,,,,,
13016,0.0898,0.1048,0.0858,0.1222,0.2681,0.3072,0.3194,0.3076,0.1472,0.0819,4,,,,,
13017,0.0898,0.1064,0.0846,0.1189,0.2675,0.3111,0.3416,0.324,0.1404,0.0753,4,,,,,
13018,0.0843,0.1034,0.081,0.1163,0.2642,0.3108,0.319,0.32,0.1375,0.0745,4,,,,,
13019,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797,4,,,,,
13020,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756,4,,,,,
13021,0.0846,0.1036,0.0847,0.1171,0.2714,0.3255,0.335,0.3279,0.1388,0.0762,4,,,,,
13022,0.0843,0.1046,0.0822,0.1217,0.262,0.2984,0.3122,0.3086,0.1404,0.0792,4,,,,,
13023,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13024,0.0831,0.1028,0.0783,0.1171,0.2714,0.3255,0.3394,0.3279,0.1388,0.0762,4,,,,,
13025,0.0843,0.1034,0.081,0.1163,0.2642,0.3108,0.319,0.32,0.1375,0.0745,4,,,,,
13026,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786,4,,,,,
13027,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756,4,,,,,
13028,0.0864,0.1036,0.0852,0.1189,0.2675,0.3111,0.3206,0.324,0.1404,0.0753,4,,,,,
13029,0.0831,0.1028,0.0783,0.1171,0.2714,0.3255,0.3394,0.3279,0.1388,0.0762,4,,,,,
13030,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776,4,,,,,
13031,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786,4,,,,,
13032,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13033,0.0898,0.1048,0.0858,0.1222,0.2681,0.3072,0.3194,0.3076,0.1472,0.0819,4,,,,,
13034,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049,4,,,,,
13035,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786,4,,,,,
13036,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049,4,,,,,
13037,0.0869,0.1046,0.0821,0.1171,0.2714,0.3255,0.347,0.3279,0.1388,0.0762,4,,,,,
13038,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049,4,,,,,
13039,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049,4,,,,,
13040,0.0848,0.104,0.0802,0.1191,0.2761,0.3304,0.3442,0.3323,0.1445,0.0786,4,,,,,
13041,0.0898,0.1064,0.0846,0.1189,0.2675,0.3111,0.3416,0.324,0.1404,0.0753,4,,,,,
13042,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718,4,,,,,
13043,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756,4,,,,,
13044,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797,4,,,,,
13045,0.0846,0.1066,0.085,0.1193,0.2703,0.3164,0.3306,0.3224,0.1365,0.0718,4,,,,,
13046,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797,4,,,,,
13047,0.0933,0.1194,0.1078,0.1369,0.2636,0.3049,0.315,0.3125,0.1678,0.1087,4,,,,,
13048,0.0831,0.1028,0.0783,0.1171,0.2714,0.3255,0.3394,0.3279,0.1388,0.0762,4,,,,,
13049,0.0846,0.1036,0.0847,0.1171,0.2714,0.3255,0.335,0.3279,0.1388,0.0762,4,,,,,
13050,0.0861,0.1048,0.0837,0.1189,0.2675,0.3111,0.3454,0.324,0.1404,0.0753,4,,,,,
13051,0.0871,0.1038,0.0846,0.1189,0.2675,0.3111,0.3154,0.324,0.1404,0.0753,4,,,,,
13052,0.0845,0.105,0.0821,0.1164,0.2795,0.332,0.3476,0.3427,0.1422,0.0756,4,,,,,
13053,0.0889,0.1102,0.0982,0.1245,0.2538,0.2972,0.31,0.3049,0.1521,0.0916,4,,,,,
13054,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797,4,,,,,
13055,0.089,0.1088,0.0847,0.1369,0.2636,0.3049,0.3428,0.3125,0.1678,0.1087,4,,,,,
13056,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13057,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049,4,,,,,
13058,0.0933,0.1194,0.1078,0.1369,0.2636,0.3049,0.315,0.3125,0.1678,0.1087,4,,,,,
13059,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718,4,,,,,
13060,0.0848,0.104,0.0832,0.1214,0.2643,0.3057,0.3216,0.3084,0.1436,0.0783,4,,,,,
13061,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797,4,,,,,
13062,0.0842,0.1018,0.0783,0.1171,0.2714,0.3255,0.3488,0.3279,0.1388,0.0762,4,,,,,
13063,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13064,0.082,0.1064,0.0844,0.1155,0.2611,0.3038,0.298,0.3069,0.1388,0.0786,4,,,,,
13065,0.0848,0.102,0.0792,0.1195,0.2691,0.3191,0.323,0.3239,0.1419,0.0776,4,,,,,
13066,0.0869,0.1046,0.0821,0.1171,0.2714,0.3255,0.347,0.3279,0.1388,0.0762,4,,,,,
13067,0.0848,0.102,0.0792,0.1195,0.2691,0.3191,0.323,0.3239,0.1419,0.0776,4,,,,,
13068,0.0845,0.1044,0.0774,0.1164,0.2795,0.332,0.3528,0.3427,0.1422,0.0756,4,,,,,
13069,0.0846,0.1066,0.085,0.1193,0.2703,0.3164,0.3306,0.3224,0.1365,0.0718,4,,,,,
13070,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718,4,,,,,
13071,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718,4,,,,,
13072,0.0861,0.1046,0.0847,0.1245,0.2538,0.2972,0.3396,0.3049,0.1521,0.0916,4,,,,,
13073,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049,4,,,,,
13074,0.0861,0.1048,0.0837,0.1189,0.2675,0.3111,0.3454,0.324,0.1404,0.0753,4,,,,,
13075,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786,4,,,,,
13076,0.0866,0.1086,0.085,0.1335,0.2614,0.2988,0.326,0.3088,0.1692,0.1165,4,,,,,
13077,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786,4,,,,,
13078,0.0905,0.1066,0.0903,0.1245,0.2538,0.2972,0.3042,0.3049,0.1521,0.0916,4,,,,,
13079,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049,4,,,,,
13080,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776,4,,,,,
13081,0.0871,0.1038,0.0846,0.1189,0.2675,0.3111,0.3154,0.324,0.1404,0.0753,4,,,,,
13082,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087,4,,,,,
13083,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049,4,,,,,
13084,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087,4,,,,,
13085,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786,4,,,,,
13086,0.089,0.1088,0.0847,0.1369,0.2636,0.3049,0.3428,0.3125,0.1678,0.1087,4,,,,,
13087,0.0977,0.117,0.1036,0.1335,0.2614,0.2988,0.3068,0.3088,0.1692,0.1165,4,,,,,
13088,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776,4,,,,,
13089,0.0905,0.1066,0.0903,0.1245,0.2538,0.2972,0.3042,0.3049,0.1521,0.0916,4,,,,,
13090,0.0861,0.1046,0.0847,0.1245,0.2538,0.2972,0.3396,0.3049,0.1521,0.0916,4,,,,,
13091,0.0848,0.104,0.0832,0.1214,0.2643,0.3057,0.3216,0.3084,0.1436,0.0783,4,,,,,
13092,0.0977,0.117,0.1036,0.1335,0.2614,0.2988,0.3068,0.3088,0.1692,0.1165,4,,,,,
13093,0.0889,0.1102,0.0982,0.1245,0.2538,0.2972,0.31,0.3049,0.1521,0.0916,4,,,,,
13094,0.0908,0.1158,0.0991,0.1312,0.2628,0.3101,0.3188,0.3119,0.1601,0.1049,4,,,,,
13095,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797,4,,,,,
13096,0.0845,0.105,0.0821,0.1164,0.2795,0.332,0.3476,0.3427,0.1422,0.0756,4,,,,,
13097,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776,4,,,,,
13098,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756,4,,,,,
13099,0.0848,0.104,0.0802,0.1191,0.2761,0.3304,0.3442,0.3323,0.1445,0.0786,4,,,,,
13100,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756,4,,,,,
13101,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797,4,,,,,
13102,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776,4,,,,,
13103,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797,4,,,,,
13104,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718,4,,,,,
13105,0.0843,0.1034,0.081,0.1163,0.2642,0.3108,0.319,0.32,0.1375,0.0745,4,,,,,
13106,0.0846,0.1066,0.085,0.1193,0.2703,0.3164,0.3306,0.3224,0.1365,0.0718,4,,,,,
13107,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049,4,,,,,
13108,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756,4,,,,,
13109,0.0861,0.1048,0.0837,0.1189,0.2675,0.3111,0.3454,0.324,0.1404,0.0753,4,,,,,
13110,0.0866,0.1086,0.085,0.1335,0.2614,0.2988,0.326,0.3088,0.1692,0.1165,4,,,,,
13111,0.0845,0.105,0.0821,0.1164,0.2795,0.332,0.3476,0.3427,0.1422,0.0756,4,,,,,
13112,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786,4,,,,,
13113,0.0861,0.1048,0.0837,0.1189,0.2675,0.3111,0.3454,0.324,0.1404,0.0753,4,,,,,
13114,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786,4,,,,,
13115,0.0822,0.1054,0.079,0.1191,0.2761,0.3304,0.3594,0.3323,0.1445,0.0786,4,,,,,
13116,0.0854,0.1064,0.0833,0.1245,0.2538,0.2972,0.314,0.3049,0.1521,0.0916,4,,,,,
13117,0.0872,0.1036,0.0791,0.1195,0.2691,0.3191,0.3328,0.3239,0.1419,0.0776,4,,,,,
13118,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718,4,,,,,
13119,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786,4,,,,,
13120,0.0845,0.105,0.0821,0.1164,0.2795,0.332,0.3476,0.3427,0.1422,0.0756,4,,,,,
13121,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776,4,,,,,
13122,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087,4,,,,,
13123,0.0881,0.112,0.0976,0.1312,0.2628,0.3101,0.3188,0.3119,0.1601,0.1049,4,,,,,
13124,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13125,0.0846,0.1036,0.0847,0.1171,0.2714,0.3255,0.335,0.3279,0.1388,0.0762,4,,,,,
13126,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087,4,,,,,
13127,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756,4,,,,,
13128,0.0842,0.1018,0.0783,0.1171,0.2714,0.3255,0.3488,0.3279,0.1388,0.0762,4,,,,,
13129,0.0898,0.1064,0.0846,0.1189,0.2675,0.3111,0.3416,0.324,0.1404,0.0753,4,,,,,
13130,0.0848,0.102,0.0792,0.1195,0.2691,0.3191,0.323,0.3239,0.1419,0.0776,4,,,,,
13131,0.0845,0.1044,0.0774,0.1164,0.2795,0.332,0.3528,0.3427,0.1422,0.0756,4,,,,,
13132,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797,4,,,,,
13133,0.0848,0.102,0.0792,0.1195,0.2691,0.3191,0.323,0.3239,0.1419,0.0776,4,,,,,
13134,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786,4,,,,,
13135,0.0838,0.105,0.0814,0.1164,0.2795,0.332,0.3452,0.3427,0.1422,0.0756,4,,,,,
13136,0.0983,0.1164,0.1062,0.1369,0.2636,0.3049,0.3198,0.3125,0.1678,0.1087,4,,,,,
13137,0.0871,0.1038,0.0846,0.1189,0.2675,0.3111,0.3154,0.324,0.1404,0.0753,4,,,,,
13138,0.0861,0.1048,0.0837,0.1189,0.2675,0.3111,0.3454,0.324,0.1404,0.0753,4,,,,,
13139,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087,4,,,,,
13140,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13141,0.0889,0.1102,0.0982,0.1245,0.2538,0.2972,0.31,0.3049,0.1521,0.0916,4,,,,,
13142,0.0846,0.1036,0.0847,0.1171,0.2714,0.3255,0.335,0.3279,0.1388,0.0762,4,,,,,
13143,0.0828,0.1046,0.0852,0.1183,0.264,0.3095,0.3072,0.3137,0.1402,0.0797,4,,,,,
13144,0.089,0.1088,0.0847,0.1369,0.2636,0.3049,0.3428,0.3125,0.1678,0.1087,4,,,,,
13145,0.0889,0.1102,0.0982,0.1245,0.2538,0.2972,0.31,0.3049,0.1521,0.0916,4,,,,,
13146,0.0845,0.105,0.0821,0.1164,0.2795,0.332,0.3476,0.3427,0.1422,0.0756,4,,,,,
13147,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718,4,,,,,
13148,0.0848,0.104,0.0832,0.1214,0.2643,0.3057,0.3216,0.3084,0.1436,0.0783,4,,,,,
13149,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776,4,,,,,
13150,0.0869,0.1046,0.0821,0.1171,0.2714,0.3255,0.347,0.3279,0.1388,0.0762,4,,,,,
13151,0.0845,0.105,0.0821,0.1164,0.2795,0.332,0.3476,0.3427,0.1422,0.0756,4,,,,,
13152,0.0846,0.1036,0.0847,0.1171,0.2714,0.3255,0.335,0.3279,0.1388,0.0762,4,,,,,
